N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
156,1.687,3.113,2.727,0.534,0.87,0.828,-0.119,13.134,13.013,0.199,14.473,14.313,2.903,3.211,3.495,0.983,0.979,0.18,1.292
157,1.686,3.104,2.721,0.534,0.868,0.827,-0.105,13.09,12.97,0.213,14.432,14.272,2.905,3.211,3.496,0.983,0.979,0.155,1.246
158,1.685,3.098,2.716,0.534,0.867,0.826,-0.119,13.034,12.913,0.199,14.379,14.22,2.906,3.21,3.497,0.983,0.979,0.13,1.342
159,1.683,3.098,2.716,0.533,0.867,0.825,-0.117,13.031,12.911,0.201,14.387,14.227,2.905,3.21,3.497,0.983,0.979,0.139,1.395
160,1.682,3.101,2.718,0.533,0.867,0.826,-0.12,13.032,12.912,0.198,14.38,14.221,2.904,3.207,3.493,0.983,0.979,0.114,1.423
161,1.685,3.104,2.719,0.533,0.867,0.825,-0.09,13.03,12.91,0.227,14.391,14.232,2.904,3.208,3.492,0.983,0.979,0.207,1.494
162,1.682,3.1,2.718,0.533,0.867,0.825,-0.122,13.005,12.886,0.196,14.39,14.231,2.905,3.208,3.492,0.983,0.979,0.183,1.448
163,1.681,3.097,2.714,0.531,0.865,0.824,-0.166,12.988,12.869,0.154,14.372,14.214,2.902,3.209,3.495,0.983,0.978,0.255,1.564
164,1.685,3.099,2.715,0.532,0.866,0.825,-0.123,13.009,12.89,0.196,14.386,14.228,2.9,3.205,3.489,0.983,0.978,0.231,1.518
165,1.684,3.095,2.712,0.531,0.865,0.823,-0.152,13.011,12.893,0.166,14.389,14.232,2.9,3.206,3.492,0.983,0.978,0.207,1.473
166,1.686,3.099,2.714,0.532,0.865,0.823,-0.124,13.011,12.892,0.194,14.389,14.231,2.901,3.205,3.493,0.983,0.979,0.183,1.428
167,1.685,3.095,2.712,0.531,0.863,0.822,-0.136,13.01,12.892,0.183,14.394,14.238,2.9,3.205,3.495,0.983,0.978,0.159,1.47
168,1.688,3.097,2.711,0.532,0.864,0.822,-0.124,13.017,12.898,0.195,14.402,14.243,2.898,3.206,3.496,0.983,0.979,0.136,1.426
169,1.69,3.099,2.714,0.532,0.864,0.822,-0.104,13.02,12.901,0.216,14.418,14.26,2.903,3.207,3.499,0.983,0.979,0.113,1.382
170,1.688,3.099,2.715,0.532,0.864,0.823,-0.127,13.028,12.909,0.195,14.421,14.264,2.908,3.207,3.5,0.983,0.978,0.09,1.339
171,1.688,3.097,2.712,0.531,0.863,0.822,-0.122,13.031,12.912,0.199,14.426,14.269,2.909,3.207,3.5,0.983,0.978,0.068,1.355
172,1.688,3.098,2.713,0.531,0.863,0.822,-0.127,13.02,12.901,0.194,14.407,14.251,2.91,3.206,3.5,0.983,0.978,0.046,1.342
173,1.687,3.096,2.714,0.53,0.862,0.822,-0.15,13.02,12.902,0.171,14.41,14.254,2.911,3.205,3.502,0.983,0.978,0.024,1.3
174,1.687,3.096,2.712,0.53,0.863,0.822,-0.128,13.014,12.896,0.192,14.408,14.252,2.911,3.205,3.5,0.983,0.978,0.002,1.258
175,1.69,3.096,2.712,0.53,0.863,0.822,-0.111,13.016,12.899,0.209,14.419,14.264,2.911,3.209,3.504,0.983,0.978,-0.019,1.217
176,1.688,3.093,2.712,0.53,0.863,0.822,-0.127,13.0,12.883,0.197,14.424,14.269,2.911,3.21,3.504,0.983,0.979,-0.041,1.177
177,1.689,3.092,2.713,0.53,0.862,0.821,-0.11,13.001,12.884,0.214,14.429,14.273,2.914,3.213,3.506,0.983,0.979,-0.062,1.174
178,1.689,3.09,2.711,0.53,0.862,0.821,-0.125,12.988,12.871,0.197,14.416,14.261,2.917,3.214,3.509,0.983,0.979,-0.065,1.152
179,1.689,3.093,2.713,0.531,0.863,0.822,-0.098,12.996,12.88,0.224,14.431,14.276,2.919,3.214,3.51,0.983,0.979,-0.085,1.112
180,1.688,3.093,2.714,0.53,0.863,0.822,-0.126,13.011,12.894,0.196,14.439,14.283,2.921,3.216,3.512,0.983,0.979,-0.069,1.221
181,1.687,3.093,2.714,0.531,0.863,0.822,-0.082,13.015,12.898,0.239,14.444,14.29,2.923,3.216,3.513,0.983,0.979,-0.089,1.182
182,1.685,3.088,2.71,0.529,0.863,0.822,-0.125,12.995,12.878,0.196,14.427,14.272,2.925,3.216,3.515,0.983,0.979,-0.017,1.234
183,1.685,3.086,2.71,0.53,0.863,0.822,-0.113,12.99,12.873,0.209,14.42,14.265,2.926,3.216,3.515,0.983,0.979,-0.038,1.195
184,1.686,3.087,2.711,0.529,0.863,0.822,-0.125,12.983,12.866,0.2,14.406,14.251,2.927,3.216,3.516,0.983,0.979,-0.058,1.156
185,1.69,3.088,2.711,0.53,0.863,0.822,-0.107,12.99,12.873,0.216,14.415,14.26,2.931,3.216,3.516,0.983,0.979,-0.078,1.118
186,1.692,3.088,2.712,0.53,0.863,0.822,-0.125,12.99,12.874,0.199,14.413,14.259,2.936,3.216,3.518,0.983,0.978,-0.098,1.08
187,1.695,3.088,2.712,0.531,0.863,0.822,-0.103,12.988,12.871,0.22,14.412,14.258,2.94,3.217,3.519,0.983,0.978,-0.117,1.043
188,1.695,3.085,2.71,0.531,0.863,0.822,-0.125,12.979,12.862,0.197,14.41,14.256,2.944,3.217,3.521,0.983,0.978,-0.119,1.023
189,1.696,3.085,2.711,0.531,0.863,0.822,-0.118,12.976,12.86,0.204,14.407,14.253,2.946,3.218,3.522,0.983,0.978,-0.138,0.986
190,1.697,3.085,2.711,0.532,0.863,0.822,-0.125,12.966,12.85,0.196,14.405,14.252,2.948,3.218,3.521,0.983,0.978,-0.135,0.95
191,1.698,3.085,2.712,0.532,0.863,0.822,-0.104,12.969,12.853,0.217,14.409,14.256,2.948,3.221,3.522,0.983,0.979,-0.154,0.914
192,1.698,3.085,2.711,0.531,0.863,0.821,-0.125,12.948,12.832,0.195,14.401,14.247,2.948,3.221,3.522,0.983,0.979,-0.173,0.878
193,1.7,3.084,2.711,0.531,0.862,0.82,-0.097,12.96,12.845,0.224,14.424,14.27,2.95,3.22,3.524,0.983,0.979,-0.191,0.843
194,1.7,3.086,2.709,0.531,0.861,0.819,-0.126,12.965,12.847,0.195,14.433,14.274,2.951,3.22,3.525,0.983,0.979,-0.21,0.808
195,1.699,3.084,2.707,0.53,0.86,0.818,-0.161,12.947,12.829,0.159,14.409,14.252,2.954,3.219,3.528,0.983,0.979,-0.228,0.774
196,1.701,3.085,2.709,0.531,0.861,0.819,-0.126,12.944,12.826,0.193,14.412,14.255,2.957,3.22,3.529,0.983,0.979,-0.246,0.739
197,1.701,3.086,2.71,0.531,0.86,0.819,-0.122,12.943,12.826,0.197,14.415,14.258,2.961,3.221,3.53,0.983,0.979,-0.219,0.772
198,1.701,3.087,2.71,0.531,0.861,0.819,-0.125,12.938,12.82,0.194,14.408,14.25,2.965,3.22,3.53,0.983,0.979,-0.237,0.738
199,1.701,3.082,2.706,0.531,0.861,0.819,-0.123,12.907,12.79,0.198,14.377,14.22,2.966,3.22,3.53,0.983,0.979,-0.221,0.771
200,1.7,3.08,2.706,0.531,0.861,0.819,-0.125,12.889,12.772,0.196,14.366,14.21,2.967,3.219,3.528,0.983,0.979,-0.239,0.738
201,1.7,3.081,2.707,0.532,0.861,0.819,-0.107,12.89,12.773,0.214,14.372,14.216,2.968,3.219,3.528,0.983,0.979,-0.257,0.705
202,1.699,3.081,2.707,0.531,0.861,0.819,-0.126,12.896,12.779,0.194,14.372,14.216,2.968,3.218,3.527,0.983,0.979,-0.246,0.699
203,1.702,3.082,2.711,0.532,0.861,0.819,-0.102,12.896,12.779,0.217,14.383,14.227,2.968,3.219,3.528,0.983,0.979,-0.193,0.737
204,1.702,3.082,2.715,0.532,0.861,0.819,-0.127,12.91,12.792,0.193,14.395,14.238,2.968,3.216,3.526,0.983,0.979,-0.211,0.704
205,1.702,3.083,2.717,0.532,0.86,0.819,-0.116,12.911,12.794,0.204,14.405,14.248,2.969,3.218,3.525,0.983,0.979,-0.228,0.672
206,1.7,3.083,2.719,0.532,0.86,0.819,-0.128,12.917,12.8,0.192,14.42,14.263,2.971,3.218,3.525,0.983,0.979,-0.245,0.748
207,1.7,3.081,2.721,0.531,0.859,0.818,-0.121,12.918,12.801,0.199,14.424,14.268,2.97,3.218,3.525,0.983,0.979,-0.262,0.715
208,1.7,3.082,2.72,0.531,0.859,0.818,-0.127,12.9,12.783,0.193,14.404,14.247,2.97,3.217,3.524,0.983,0.979,-0.225,0.79
209,1.703,3.083,2.723,0.531,0.858,0.818,-0.098,12.902,12.786,0.221,14.414,14.257,2.972,3.217,3.523,0.983,0.979,-0.242,0.758
210,1.701,3.082,2.723,0.532,0.859,0.818,-0.127,12.896,12.78,0.192,14.414,14.257,2.974,3.217,3.522,0.983,0.979,-0.206,0.885
211,1.7,3.081,2.721,0.531,0.858,0.817,-0.126,12.892,12.776,0.193,14.417,14.261,2.977,3.218,3.524,0.983,0.979,-0.223,0.853
212,1.7,3.079,2.719,0.531,0.858,0.817,-0.128,12.898,12.781,0.191,14.418,14.261,2.98,3.218,3.525,0.983,0.979,-0.177,0.947
213,1.701,3.079,2.72,0.531,0.858,0.817,-0.133,12.9,12.782,0.185,14.423,14.265,2.982,3.218,3.527,0.983,0.979,-0.193,0.969
214,1.7,3.078,2.72,0.531,0.858,0.817,-0.128,12.894,12.776,0.19,14.425,14.266,2.985,3.219,3.527,0.983,0.979,-0.21,0.965
215,1.699,3.077,2.719,0.531,0.858,0.817,-0.124,12.899,12.781,0.193,14.434,14.275,2.983,3.219,3.527,0.983,0.979,-0.226,0.933
216,1.7,3.078,2.721,0.531,0.858,0.817,-0.128,12.911,12.792,0.189,14.44,14.281,2.982,3.217,3.525,0.983,0.979,-0.14,1.029
217,1.699,3.078,2.72,0.531,0.858,0.817,-0.131,12.91,12.791,0.186,14.445,14.285,2.978,3.218,3.527,0.983,0.979,-0.156,1.055
218,1.7,3.076,2.718,0.531,0.858,0.817,-0.13,12.9,12.781,0.188,14.445,14.285,2.974,3.219,3.529,0.983,0.979,-0.173,1.047
219,1.702,3.077,2.718,0.532,0.858,0.816,-0.099,12.904,12.785,0.218,14.454,14.293,2.973,3.219,3.528,0.983,0.979,-0.037,1.167
220,1.701,3.077,2.718,0.531,0.858,0.817,-0.13,12.883,12.764,0.187,14.462,14.301,2.971,3.219,3.53,0.983,0.979,0.022,1.211
221,1.701,3.078,2.72,0.532,0.858,0.817,-0.115,12.884,12.765,0.202,14.466,14.306,2.972,3.22,3.528,0.983,0.979,0.005,1.179
222,1.7,3.08,2.721,0.532,0.859,0.817,-0.13,12.894,12.776,0.187,14.477,14.318,2.973,3.219,3.527,0.983,0.979,0.014,1.173
223,1.698,3.08,2.722,0.532,0.859,0.817,-0.125,12.899,12.781,0.191,14.488,14.329,2.974,3.219,3.527,0.983,0.979,0.032,1.176
224,1.698,3.081,2.724,0.532,0.859,0.818,-0.13,12.914,12.795,0.186,14.498,14.337,2.975,3.218,3.523,0.983,0.979,0.015,1.189
225,1.696,3.08,2.725,0.531,0.859,0.818,-0.151,12.912,12.794,0.165,14.498,14.338,2.975,3.218,3.524,0.983,0.979,0.039,1.197
226,1.697,3.081,2.725,0.532,0.859,0.818,-0.13,12.919,12.8,0.186,14.506,14.346,2.976,3.219,3.523,0.983,0.979,0.022,1.166
227,1.697,3.081,2.727,0.531,0.859,0.818,-0.141,12.92,12.801,0.175,14.516,14.355,2.976,3.22,3.525,0.983,0.979,0.005,1.135
228,1.697,3.082,2.727,0.532,0.859,0.818,-0.13,12.914,12.795,0.186,14.529,14.368,2.975,3.219,3.524,0.983,0.979,0.062,1.177
229,1.698,3.081,2.729,0.532,0.859,0.818,-0.125,12.916,12.797,0.192,14.535,14.374,2.973,3.219,3.525,0.983,0.979,0.045,1.146
230,1.697,3.084,2.73,0.531,0.859,0.818,-0.129,12.917,12.797,0.188,14.534,14.372,2.971,3.219,3.524,0.983,0.979,0.029,1.115
231,1.697,3.083,2.73,0.531,0.859,0.818,-0.117,12.914,12.795,0.201,14.535,14.374,2.97,3.219,3.524,0.983,0.979,0.012,1.084
232,1.697,3.082,2.728,0.531,0.859,0.818,-0.129,12.883,12.765,0.189,14.502,14.341,2.97,3.219,3.525,0.983,0.979,-0.004,1.083
233,1.697,3.081,2.729,0.532,0.859,0.818,-0.121,12.888,12.77,0.196,14.502,14.343,2.971,3.22,3.527,0.983,0.979,-0.02,1.053
234,1.696,3.079,2.727,0.531,0.86,0.819,-0.128,12.893,12.775,0.189,14.509,14.349,2.972,3.219,3.527,0.983,0.979,-0.036,1.023
235,1.695,3.081,2.729,0.531,0.86,0.819,-0.13,12.893,12.775,0.186,14.505,14.345,2.974,3.219,3.528,0.983,0.979,0.002,1.046
236,1.696,3.081,2.728,0.531,0.86,0.819,-0.129,12.873,12.756,0.188,14.496,14.337,2.975,3.219,3.529,0.983,0.979,-0.014,1.017
237,1.696,3.077,2.725,0.531,0.859,0.818,-0.142,12.864,12.747,0.173,14.482,14.323,2.976,3.219,3.529,0.983,0.979,0.251,1.269
238,1.696,3.077,2.724,0.532,0.859,0.818,-0.128,12.86,12.742,0.187,14.477,14.317,2.977,3.217,3.527,0.983,0.979,0.234,1.239
239,1.696,3.08,2.729,0.532,0.859,0.819,-0.129,12.876,12.758,0.188,14.487,14.328,2.98,3.218,3.529,0.983,0.979,0.218,1.209
240,1.695,3.08,2.729,0.532,0.86,0.819,-0.128,12.881,12.763,0.188,14.492,14.333,2.982,3.22,3.531,0.983,0.979,0.201,1.179
241,1.696,3.083,2.733,0.533,0.86,0.819,-0.119,12.893,12.775,0.196,14.5,14.341,2.983,3.218,3.528,0.983,0.979,0.268,1.232
242,1.694,3.081,2.732,0.534,0.86,0.819,-0.127,12.884,12.767,0.188,14.494,14.335,2.983,3.219,3.527,0.983,0.979,0.283,1.234
243,1.694,3.083,2.735,0.534,0.861,0.82,-0.116,12.886,12.769,0.199,14.492,14.334,2.984,3.22,3.527,0.983,0.979,0.318,1.256
244,1.693,3.084,2.733,0.534,0.861,0.82,-0.129,12.897,12.779,0.187,14.5,14.341,2.986,3.221,3.529,0.983,0.979,0.338,1.227
245,1.692,3.084,2.736,0.534,0.861,0.82,-0.122,12.902,12.785,0.194,14.503,14.344,2.988,3.222,3.529,0.983,0.979,0.403,1.279
246,1.691,3.085,2.734,0.535,0.861,0.82,-0.129,12.9,12.782,0.186,14.503,14.343,2.989,3.221,3.527,0.983,0.979,0.387,1.25
247,1.692,3.086,2.737,0.535,0.861,0.82,-0.137,12.902,12.784,0.179,14.502,14.342,2.992,3.22,3.525,0.983,0.979,0.37,1.221
248,1.692,3.085,2.734,0.535,0.861,0.82,-0.129,12.864,12.746,0.187,14.492,14.332,2.994,3.22,3.525,0.983,0.979,0.353,1.237
249,1.691,3.085,2.736,0.535,0.861,0.82,-0.119,12.874,12.755,0.196,14.501,14.34,2.996,3.221,3.527,0.983,0.979,0.387,1.309
250,1.691,3.087,2.735,0.535,0.861,0.82,-0.128,12.865,12.738,0.188,14.497,14.324,2.998,3.221,3.528,0.983,0.979,0.37,1.28
251,1.691,3.088,2.738,0.534,0.862,0.821,-0.146,12.864,12.737,0.174,14.496,14.323,2.999,3.221,3.528,0.983,0.979,0.354,1.251
252,1.692,3.09,2.74,0.535,0.862,0.821,-0.128,12.861,12.734,0.192,14.504,14.332,3.0,3.22,3.527,0.983,0.979,0.338,1.222
253,1.691,3.091,2.741,0.535,0.862,0.821,-0.133,12.865,12.739,0.186,14.506,14.334,3.0,3.22,3.524,0.983,0.979,0.321,1.251
254,1.692,3.091,2.742,0.535,0.862,0.821,-0.128,12.867,12.741,0.191,14.509,14.336,3.0,3.22,3.523,0.983,0.978,0.305,1.222
255,1.691,3.092,2.744,0.535,0.862,0.822,-0.137,12.875,12.749,0.183,14.512,14.34,3.0,3.219,3.521,0.983,0.979,0.29,1.194
256,1.691,3.091,2.744,0.535,0.862,0.821,-0.128,12.863,12.737,0.192,14.519,14.348,3.0,3.217,3.52,0.982,0.978,0.42,1.264
257,1.691,3.094,2.748,0.536,0.862,0.822,-0.118,12.876,12.751,0.202,14.528,14.357,3.001,3.217,3.52,0.982,0.978,0.404,1.236
258,1.692,3.095,2.748,0.536,0.863,0.822,-0.129,12.882,12.756,0.192,14.533,14.361,3.002,3.218,3.521,0.982,0.978,0.427,1.247
259,1.691,3.091,2.745,0.535,0.862,0.822,-0.158,12.831,12.705,0.163,14.473,14.302,3.003,3.217,3.52,0.982,0.978,0.493,1.33
260,1.691,3.089,2.744,0.536,0.862,0.822,-0.129,12.819,12.693,0.191,14.456,14.285,3.004,3.217,3.521,0.982,0.978,0.525,1.398
261,1.691,3.087,2.743,0.537,0.862,0.822,-0.134,12.794,12.669,0.187,14.425,14.255,3.002,3.217,3.521,0.982,0.978,0.673,1.424
262,1.692,3.086,2.741,0.537,0.862,0.822,-0.128,12.777,12.653,0.193,14.401,14.23,3.0,3.215,3.519,0.982,0.978,0.677,1.418
263,1.692,3.085,2.742,0.537,0.863,0.822,-0.141,12.788,12.663,0.179,14.41,14.241,3.001,3.215,3.521,0.982,0.978,0.715,1.444
264,1.694,3.087,2.743,0.537,0.863,0.822,-0.128,12.786,12.662,0.192,14.41,14.24,3.003,3.216,3.522,0.982,0.978,0.756,1.474
265,1.695,3.089,2.747,0.538,0.863,0.823,-0.111,12.794,12.67,0.209,14.419,14.25,3.002,3.215,3.52,0.982,0.978,0.815,1.522
266,1.694,3.087,2.746,0.538,0.863,0.823,-0.13,12.801,12.677,0.19,14.429,14.259,3.001,3.216,3.522,0.982,0.978,0.835,1.531
267,1.694,3.087,2.746,0.538,0.864,0.823,-0.132,12.797,12.673,0.187,14.421,14.251,2.999,3.215,3.521,0.982,0.978,0.818,1.53
268,1.693,3.087,2.747,0.539,0.864,0.823,-0.13,12.805,12.681,0.189,14.426,14.256,2.998,3.216,3.521,0.982,0.978,0.827,1.502
269,1.693,3.087,2.748,0.539,0.864,0.824,-0.138,12.803,12.679,0.18,14.421,14.252,3.0,3.216,3.519,0.982,0.978,0.81,1.475
270,1.692,3.088,2.749,0.539,0.864,0.824,-0.13,12.802,12.678,0.188,14.424,14.254,3.002,3.216,3.52,0.982,0.978,0.826,1.463
271,1.693,3.088,2.749,0.539,0.864,0.824,-0.13,12.793,12.669,0.188,14.413,14.244,3.003,3.216,3.518,0.982,0.978,0.809,1.498
272,1.693,3.088,2.749,0.539,0.864,0.824,-0.131,12.792,12.669,0.187,14.417,14.248,3.003,3.216,3.519,0.982,0.978,0.792,1.47
273,1.692,3.083,2.747,0.539,0.864,0.824,-0.149,12.748,12.625,0.169,14.37,14.201,3.0,3.213,3.518,0.982,0.978,0.828,1.548
274,1.692,3.084,2.747,0.54,0.864,0.824,-0.13,12.75,12.626,0.188,14.367,14.198,2.997,3.21,3.514,0.982,0.978,0.811,1.587
275,1.692,3.085,2.747,0.54,0.865,0.825,-0.152,12.772,12.647,0.166,14.387,14.217,2.998,3.211,3.516,0.982,0.978,0.794,1.612
276,1.694,3.084,2.745,0.541,0.864,0.824,-0.13,12.762,12.637,0.188,14.39,14.219,3.0,3.211,3.516,0.982,0.978,0.778,1.584
277,1.695,3.085,2.748,0.541,0.865,0.825,-0.119,12.776,12.651,0.198,14.402,14.231,3.001,3.21,3.515,0.982,0.978,0.906,1.629
278,1.694,3.083,2.745,0.541,0.864,0.824,-0.13,12.742,12.617,0.188,14.396,14.224,3.003,3.21,3.517,0.982,0.978,0.889,1.602
279,1.694,3.082,2.744,0.54,0.864,0.824,-0.152,12.747,12.622,0.166,14.397,14.225,3.0,3.212,3.517,0.982,0.978,1.112,1.933
280,1.693,3.08,2.744,0.541,0.864,0.824,-0.129,12.741,12.616,0.189,14.409,14.237,2.997,3.211,3.516,0.982,0.978,1.094,1.95
281,1.692,3.078,2.742,0.54,0.864,0.824,-0.133,12.728,12.604,0.185,14.389,14.218,2.996,3.212,3.517,0.982,0.978,1.433,2.278
282,1.693,3.079,2.742,0.541,0.864,0.824,-0.128,12.726,12.601,0.19,14.39,14.218,2.996,3.212,3.517,0.982,0.978,1.414,2.249
283,1.692,3.079,2.742,0.54,0.865,0.824,-0.143,12.726,12.6,0.174,14.391,14.217,2.994,3.213,3.519,0.982,0.978,1.396,2.249
284,1.692,3.079,2.741,0.54,0.864,0.824,-0.127,12.731,12.605,0.189,14.402,14.227,2.992,3.214,3.52,0.982,0.978,1.378,2.22
285,1.69,3.079,2.74,0.54,0.865,0.824,-0.143,12.736,12.609,0.174,14.406,14.231,2.991,3.214,3.52,0.982,0.978,1.404,2.236
286,1.69,3.079,2.739,0.54,0.865,0.824,-0.127,12.743,12.616,0.189,14.414,14.239,2.99,3.213,3.519,0.981,0.978,1.386,2.251
287,1.689,3.08,2.74,0.54,0.865,0.824,-0.147,12.749,12.622,0.169,14.419,14.244,2.99,3.213,3.52,0.981,0.978,1.368,2.222
288,1.69,3.081,2.74,0.54,0.865,0.824,-0.127,12.754,12.626,0.188,14.428,14.251,2.991,3.214,3.519,0.982,0.978,1.361,2.216
289,1.689,3.08,2.74,0.54,0.865,0.824,-0.127,12.756,12.628,0.188,14.429,14.252,2.992,3.214,3.52,0.982,0.978,1.343,2.25
290,1.689,3.08,2.74,0.54,0.865,0.824,-0.128,12.748,12.62,0.187,14.431,14.255,2.994,3.214,3.522,0.982,0.978,1.347,2.308
291,1.689,3.082,2.74,0.541,0.865,0.824,-0.123,12.751,12.623,0.191,14.433,14.256,2.993,3.212,3.522,0.982,0.978,1.346,2.311
292,1.688,3.08,2.739,0.54,0.865,0.824,-0.127,12.736,12.607,0.187,14.425,14.248,2.993,3.212,3.523,0.982,0.978,1.328,2.283
293,1.688,3.079,2.737,0.54,0.865,0.824,-0.124,12.733,12.605,0.19,14.42,14.243,2.993,3.212,3.521,0.982,0.978,1.311,2.255
294,1.687,3.078,2.738,0.54,0.865,0.825,-0.127,12.74,12.612,0.186,14.422,14.245,2.993,3.211,3.52,0.982,0.978,1.314,2.227
295,1.688,3.079,2.738,0.54,0.865,0.825,-0.123,12.739,12.611,0.191,14.42,14.242,2.991,3.211,3.52,0.982,0.978,1.296,2.2
296,1.686,3.078,2.736,0.54,0.865,0.825,-0.127,12.724,12.597,0.186,14.413,14.236,2.989,3.21,3.519,0.982,0.978,1.3,2.235
297,1.687,3.079,2.737,0.541,0.866,0.825,-0.12,12.729,12.6,0.192,14.417,14.239,2.989,3.211,3.52,0.982,0.978,1.283,2.208
298,1.686,3.077,2.735,0.54,0.865,0.825,-0.127,12.721,12.592,0.185,14.416,14.238,2.989,3.212,3.522,0.982,0.978,1.322,2.218
299,1.686,3.078,2.735,0.541,0.866,0.825,-0.127,12.722,12.593,0.185,14.418,14.239,2.987,3.213,3.523,0.982,0.978,1.306,2.191
300,1.687,3.079,2.733,0.54,0.866,0.825,-0.127,12.727,12.598,0.185,14.423,14.243,2.985,3.212,3.52,0.982,0.978,1.289,2.205
301,1.686,3.08,2.732,0.54,0.866,0.825,-0.143,12.723,12.594,0.169,14.416,14.236,2.985,3.212,3.521,0.982,0.978,1.272,2.178
302,1.686,3.078,2.732,0.541,0.866,0.826,-0.127,12.711,12.581,0.184,14.414,14.235,2.985,3.214,3.522,0.982,0.978,1.255,2.151
303,1.685,3.079,2.733,0.541,0.866,0.826,-0.134,12.717,12.587,0.177,14.416,14.236,2.982,3.214,3.523,0.982,0.978,1.239,2.141
304,1.685,3.08,2.734,0.541,0.866,0.826,-0.127,12.737,12.607,0.184,14.43,14.25,2.978,3.214,3.524,0.982,0.978,1.277,2.169
305,1.684,3.079,2.734,0.541,0.867,0.826,-0.135,12.738,12.608,0.176,14.428,14.248,2.978,3.213,3.523,0.982,0.978,1.261,2.143
306,1.683,3.08,2.735,0.541,0.866,0.826,-0.127,12.73,12.6,0.184,14.43,14.251,2.979,3.212,3.521,0.982,0.978,1.304,2.117
307,1.684,3.081,2.734,0.541,0.867,0.827,-0.124,12.734,12.604,0.186,14.43,14.25,2.979,3.212,3.522,0.982,0.978,1.287,2.09
308,1.683,3.081,2.736,0.541,0.867,0.827,-0.127,12.733,12.603,0.183,14.433,14.253,2.979,3.213,3.522,0.982,0.978,1.271,2.064
309,1.683,3.08,2.733,0.541,0.867,0.827,-0.131,12.731,12.6,0.179,14.428,14.247,2.98,3.213,3.523,0.982,0.978,1.28,2.063
310,1.683,3.078,2.731,0.541,0.867,0.827,-0.127,12.721,12.59,0.183,14.417,14.236,2.981,3.213,3.525,0.982,0.978,1.263,2.037
311,1.684,3.075,2.729,0.542,0.867,0.827,-0.111,12.688,12.557,0.198,14.381,14.201,2.981,3.213,3.525,0.982,0.978,1.36,2.124
