N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
312,1.682,3.071,2.726,0.542,0.866,0.826,-0.127,12.675,12.544,0.183,14.362,14.181,2.98,3.212,3.524,0.982,0.978,1.536,2.195
313,1.681,3.068,2.723,0.541,0.866,0.826,-0.139,12.658,12.527,0.17,14.34,14.16,2.98,3.212,3.524,0.982,0.978,1.552,2.27
314,1.681,3.068,2.722,0.541,0.866,0.826,-0.127,12.663,12.531,0.182,14.344,14.163,2.98,3.212,3.523,0.982,0.978,1.536,2.335
315,1.679,3.066,2.72,0.541,0.866,0.826,-0.144,12.655,12.523,0.166,14.334,14.152,2.977,3.21,3.522,0.982,0.978,1.554,2.344
316,1.679,3.065,2.72,0.541,0.866,0.826,-0.127,12.652,12.52,0.182,14.325,14.143,2.974,3.209,3.521,0.982,0.978,1.537,2.317
317,1.68,3.067,2.72,0.542,0.866,0.826,-0.108,12.653,12.521,0.201,14.325,14.143,2.973,3.209,3.521,0.982,0.978,1.521,2.312
318,1.678,3.064,2.719,0.541,0.866,0.826,-0.127,12.648,12.515,0.182,14.315,14.133,2.972,3.209,3.522,0.981,0.978,1.53,2.339
319,1.678,3.065,2.718,0.541,0.866,0.826,-0.139,12.64,12.507,0.172,14.306,14.123,2.974,3.209,3.522,0.982,0.978,1.514,2.313
320,1.677,3.065,2.718,0.542,0.866,0.826,-0.123,12.641,12.508,0.189,14.306,14.124,2.975,3.209,3.522,0.982,0.978,1.523,2.339
321,1.676,3.064,2.717,0.542,0.866,0.827,-0.129,12.639,12.505,0.182,14.304,14.119,2.973,3.21,3.523,0.982,0.978,1.535,2.342
322,1.676,3.065,2.717,0.542,0.866,0.826,-0.123,12.648,12.512,0.188,14.309,14.122,2.972,3.209,3.524,0.982,0.978,1.519,2.316
323,1.675,3.066,2.718,0.542,0.867,0.827,-0.137,12.648,12.51,0.176,14.307,14.119,2.97,3.21,3.526,0.982,0.978,1.502,2.291
324,1.675,3.063,2.715,0.542,0.867,0.827,-0.122,12.643,12.506,0.19,14.301,14.113,2.969,3.21,3.526,0.982,0.978,1.53,2.309
325,1.675,3.063,2.715,0.542,0.867,0.827,-0.129,12.647,12.51,0.183,14.301,14.114,2.97,3.21,3.527,0.982,0.978,1.514,2.284
326,1.674,3.064,2.716,0.542,0.867,0.827,-0.122,12.647,12.51,0.189,14.307,14.12,2.971,3.21,3.527,0.982,0.978,1.498,2.259
327,1.673,3.06,2.712,0.542,0.867,0.827,-0.141,12.633,12.496,0.172,14.289,14.102,2.969,3.21,3.529,0.982,0.978,1.539,2.31
328,1.673,3.06,2.712,0.542,0.867,0.827,-0.121,12.617,12.481,0.191,14.282,14.095,2.966,3.21,3.528,0.982,0.978,1.523,2.285
329,1.672,3.058,2.711,0.542,0.867,0.827,-0.128,12.612,12.475,0.185,14.275,14.088,2.965,3.21,3.528,0.982,0.978,1.558,2.26
330,1.672,3.06,2.712,0.542,0.867,0.827,-0.121,12.616,12.478,0.191,14.274,14.087,2.964,3.21,3.527,0.982,0.978,1.542,2.26
331,1.673,3.062,2.714,0.543,0.867,0.827,-0.1,12.616,12.478,0.212,14.275,14.086,2.963,3.209,3.526,0.982,0.978,1.526,2.236
332,1.672,3.06,2.712,0.542,0.867,0.827,-0.121,12.617,12.479,0.192,14.273,14.085,2.962,3.209,3.527,0.982,0.978,1.537,2.375
333,1.671,3.06,2.713,0.542,0.867,0.828,-0.126,12.619,12.481,0.188,14.273,14.084,2.961,3.209,3.528,0.982,0.978,1.521,2.35
334,1.671,3.061,2.713,0.542,0.867,0.828,-0.122,12.624,12.485,0.192,14.276,14.087,2.96,3.209,3.528,0.982,0.978,1.505,2.326
335,1.67,3.06,2.713,0.542,0.867,0.828,-0.128,12.627,12.488,0.186,14.275,14.086,2.958,3.209,3.527,0.982,0.978,1.49,2.316
336,1.669,3.06,2.712,0.542,0.867,0.828,-0.122,12.631,12.492,0.191,14.274,14.085,2.955,3.209,3.527,0.982,0.978,1.474,2.291
337,1.669,3.06,2.714,0.542,0.867,0.828,-0.123,12.635,12.495,0.189,14.276,14.086,2.955,3.209,3.528,0.982,0.978,1.518,2.312
338,1.668,3.059,2.712,0.542,0.867,0.828,-0.122,12.627,12.487,0.19,14.265,14.074,2.954,3.209,3.526,0.982,0.978,1.555,2.374
339,1.668,3.06,2.713,0.542,0.867,0.828,-0.115,12.631,12.49,0.197,14.266,14.074,2.953,3.209,3.527,0.982,0.978,1.539,2.35
340,1.667,3.059,2.712,0.542,0.867,0.828,-0.122,12.625,12.483,0.19,14.257,14.064,2.953,3.208,3.526,0.982,0.978,1.572,2.391
341,1.667,3.061,2.713,0.542,0.867,0.828,-0.129,12.629,12.486,0.183,14.263,14.069,2.954,3.209,3.528,0.982,0.978,1.557,2.366
342,1.666,3.06,2.712,0.542,0.867,0.828,-0.122,12.623,12.48,0.19,14.273,14.079,2.954,3.208,3.528,0.982,0.978,1.562,2.363
343,1.666,3.061,2.712,0.542,0.868,0.828,-0.121,12.624,12.481,0.19,14.273,14.078,2.954,3.209,3.528,0.982,0.978,1.547,2.339
344,1.665,3.061,2.712,0.542,0.868,0.828,-0.122,12.626,12.484,0.189,14.272,14.078,2.953,3.21,3.528,0.982,0.978,1.57,2.353
345,1.665,3.062,2.711,0.542,0.868,0.828,-0.124,12.631,12.486,0.187,14.279,14.082,2.953,3.21,3.529,0.982,0.978,1.555,2.329
346,1.665,3.062,2.71,0.542,0.868,0.829,-0.122,12.631,12.487,0.188,14.287,14.09,2.954,3.211,3.531,0.982,0.978,1.539,2.305
347,1.665,3.063,2.712,0.542,0.868,0.829,-0.128,12.63,12.486,0.183,14.284,14.087,2.954,3.211,3.532,0.982,0.978,1.524,2.282
348,1.664,3.062,2.711,0.543,0.868,0.829,-0.123,12.637,12.492,0.187,14.292,14.095,2.955,3.211,3.531,0.982,0.978,1.509,2.258
349,1.664,3.061,2.71,0.543,0.868,0.829,-0.132,12.63,12.486,0.178,14.285,14.088,2.956,3.211,3.532,0.982,0.978,1.609,2.349
350,1.664,3.062,2.711,0.543,0.869,0.829,-0.124,12.648,12.501,0.186,14.298,14.098,2.956,3.212,3.532,0.982,0.978,1.593,2.345
351,1.664,3.061,2.711,0.543,0.869,0.83,-0.125,12.639,12.491,0.185,14.286,14.086,2.956,3.212,3.532,0.982,0.978,1.578,2.321
352,1.663,3.061,2.709,0.543,0.869,0.829,-0.124,12.644,12.496,0.186,14.288,14.088,2.956,3.212,3.533,0.982,0.978,1.603,2.379
353,1.663,3.062,2.711,0.543,0.869,0.83,-0.117,12.641,12.493,0.193,14.285,14.084,2.954,3.211,3.531,0.982,0.978,1.635,2.402
354,1.663,3.061,2.71,0.543,0.869,0.83,-0.124,12.641,12.493,0.186,14.283,14.082,2.951,3.211,3.532,0.982,0.978,1.62,2.379
355,1.664,3.06,2.71,0.544,0.869,0.83,-0.111,12.632,12.484,0.198,14.271,14.072,2.953,3.21,3.531,0.982,0.978,1.619,2.396
356,1.663,3.058,2.708,0.544,0.869,0.83,-0.124,12.624,12.477,0.186,14.262,14.063,2.954,3.211,3.532,0.982,0.978,1.645,2.383
357,1.663,3.057,2.708,0.544,0.869,0.83,-0.129,12.626,12.477,0.18,14.261,14.06,2.955,3.211,3.533,0.982,0.978,1.63,2.36
358,1.663,3.056,2.707,0.544,0.869,0.83,-0.123,12.613,12.465,0.185,14.263,14.062,2.957,3.212,3.535,0.982,0.978,1.626,2.358
359,1.661,3.057,2.707,0.544,0.869,0.83,-0.148,12.615,12.467,0.161,14.263,14.063,2.957,3.212,3.536,0.982,0.978,1.611,2.335
360,1.663,3.055,2.706,0.545,0.869,0.83,-0.124,12.602,12.454,0.184,14.259,14.059,2.957,3.21,3.534,0.982,0.978,1.596,2.34
361,1.662,3.054,2.705,0.544,0.869,0.83,-0.146,12.594,12.447,0.163,14.248,14.048,2.958,3.209,3.532,0.982,0.978,1.581,2.342
362,1.662,3.055,2.706,0.545,0.869,0.83,-0.124,12.59,12.443,0.185,14.248,14.048,2.96,3.209,3.533,0.982,0.978,1.566,2.319
363,1.662,3.054,2.703,0.545,0.869,0.83,-0.135,12.587,12.44,0.174,14.246,14.046,2.96,3.21,3.534,0.982,0.978,1.57,2.315
364,1.662,3.056,2.703,0.545,0.869,0.83,-0.124,12.594,12.446,0.184,14.25,14.049,2.96,3.209,3.533,0.982,0.978,1.578,2.315
365,1.661,3.054,2.701,0.545,0.869,0.83,-0.128,12.595,12.446,0.18,14.25,14.048,2.959,3.21,3.534,0.982,0.978,1.564,2.292
366,1.661,3.052,2.699,0.545,0.869,0.83,-0.124,12.591,12.442,0.184,14.242,14.041,2.958,3.211,3.536,0.982,0.978,1.566,2.287
367,1.661,3.054,2.7,0.544,0.869,0.83,-0.13,12.594,12.445,0.177,14.245,14.042,2.958,3.21,3.536,0.982,0.978,1.552,2.264
368,1.661,3.054,2.7,0.545,0.87,0.83,-0.124,12.598,12.448,0.183,14.254,14.051,2.958,3.211,3.536,0.982,0.978,1.537,2.242
369,1.661,3.056,2.7,0.545,0.87,0.831,-0.115,12.603,12.452,0.192,14.26,14.056,2.957,3.211,3.536,0.982,0.978,1.523,2.241
370,1.661,3.054,2.7,0.544,0.87,0.831,-0.124,12.599,12.448,0.183,14.258,14.054,2.957,3.211,3.538,0.982,0.978,1.509,2.219
371,1.661,3.056,2.7,0.545,0.87,0.831,-0.115,12.604,12.453,0.192,14.262,14.057,2.957,3.211,3.538,0.982,0.978,1.517,2.197
372,1.66,3.053,2.697,0.544,0.87,0.83,-0.125,12.584,12.433,0.182,14.237,14.032,2.957,3.211,3.539,0.982,0.978,1.521,2.193
373,1.66,3.055,2.698,0.544,0.87,0.83,-0.123,12.588,12.437,0.184,14.239,14.035,2.956,3.211,3.539,0.982,0.978,1.507,2.171
374,1.66,3.056,2.699,0.544,0.87,0.83,-0.125,12.594,12.442,0.182,14.243,14.038,2.956,3.212,3.54,0.982,0.978,1.508,2.164
375,1.659,3.056,2.698,0.544,0.87,0.83,-0.135,12.595,12.443,0.171,14.244,14.039,2.955,3.212,3.54,0.982,0.978,1.493,2.143
376,1.659,3.056,2.698,0.544,0.87,0.83,-0.124,12.604,12.452,0.181,14.252,14.047,2.953,3.212,3.54,0.982,0.978,1.497,2.164
377,1.662,3.058,2.698,0.544,0.87,0.83,-0.113,12.614,12.458,0.192,14.267,14.058,2.954,3.212,3.54,0.982,0.978,1.483,2.249
378,1.662,3.058,2.699,0.544,0.87,0.83,-0.124,12.626,12.471,0.181,14.279,14.071,2.954,3.212,3.54,0.982,0.978,1.469,2.492
379,1.662,3.056,2.696,0.544,0.87,0.83,-0.135,12.613,12.458,0.171,14.264,14.056,2.954,3.212,3.542,0.982,0.978,1.477,2.513
380,1.663,3.056,2.698,0.544,0.87,0.83,-0.124,12.618,12.463,0.182,14.27,14.062,2.953,3.213,3.543,0.982,0.978,1.607,2.611
381,1.662,3.057,2.698,0.544,0.87,0.83,-0.122,12.619,12.463,0.183,14.27,14.061,2.952,3.212,3.542,0.982,0.978,1.593,2.588
382,1.661,3.056,2.698,0.544,0.87,0.831,-0.124,12.615,12.46,0.181,14.265,14.057,2.951,3.212,3.541,0.982,0.978,1.579,2.59
383,1.662,3.058,2.698,0.544,0.87,0.83,-0.113,12.624,12.468,0.192,14.274,14.065,2.952,3.211,3.541,0.982,0.978,1.565,2.568
384,1.661,3.056,2.697,0.544,0.87,0.83,-0.124,12.616,12.456,0.181,14.268,14.054,2.952,3.211,3.541,0.982,0.978,1.551,2.545
385,1.662,3.057,2.696,0.544,0.87,0.83,-0.11,12.615,12.455,0.195,14.272,14.057,2.952,3.211,3.54,0.982,0.978,1.537,2.523
386,1.66,3.057,2.696,0.543,0.87,0.831,-0.125,12.614,12.453,0.181,14.272,14.056,2.952,3.211,3.54,0.982,0.978,1.524,2.502
387,1.66,3.058,2.696,0.544,0.87,0.831,-0.127,12.612,12.451,0.179,14.272,14.057,2.952,3.21,3.539,0.982,0.978,1.51,2.48
388,1.659,3.057,2.696,0.543,0.87,0.831,-0.125,12.614,12.454,0.18,14.278,14.062,2.951,3.21,3.538,0.982,0.978,1.496,2.458
389,1.659,3.057,2.694,0.543,0.87,0.83,-0.139,12.616,12.455,0.167,14.279,14.063,2.951,3.211,3.539,0.982,0.978,1.553,2.507
390,1.66,3.056,2.694,0.543,0.87,0.83,-0.125,12.602,12.441,0.181,14.266,14.05,2.951,3.208,3.537,0.982,0.978,1.54,2.503
391,1.659,3.056,2.692,0.543,0.869,0.83,-0.142,12.601,12.44,0.163,14.263,14.047,2.951,3.208,3.538,0.982,0.978,1.549,2.505
392,1.66,3.057,2.693,0.543,0.87,0.83,-0.124,12.603,12.443,0.182,14.264,14.049,2.951,3.208,3.537,0.982,0.978,1.536,2.505
393,1.661,3.057,2.691,0.543,0.869,0.83,-0.122,12.607,12.447,0.183,14.266,14.051,2.952,3.209,3.538,0.982,0.978,1.522,2.483
394,1.662,3.057,2.692,0.543,0.869,0.829,-0.124,12.607,12.446,0.181,14.264,14.049,2.952,3.21,3.539,0.982,0.978,1.509,2.462
395,1.663,3.058,2.693,0.543,0.869,0.83,-0.104,12.608,12.448,0.201,14.264,14.049,2.952,3.209,3.538,0.982,0.978,1.496,2.441
396,1.662,3.057,2.693,0.543,0.869,0.83,-0.123,12.605,12.445,0.182,14.257,14.044,2.953,3.209,3.538,0.982,0.978,1.482,2.476
397,1.662,3.057,2.692,0.543,0.869,0.83,-0.129,12.604,12.444,0.176,14.254,14.041,2.952,3.207,3.536,0.982,0.978,1.469,2.454
398,1.663,3.055,2.69,0.543,0.869,0.829,-0.123,12.604,12.444,0.182,14.254,14.04,2.951,3.207,3.537,0.982,0.978,1.456,2.433
399,1.662,3.056,2.689,0.542,0.869,0.829,-0.129,12.607,12.448,0.176,14.26,14.047,2.951,3.207,3.537,0.982,0.978,1.443,2.412
400,1.662,3.056,2.689,0.542,0.869,0.829,-0.123,12.611,12.451,0.182,14.267,14.054,2.951,3.207,3.538,0.981,0.978,1.43,2.392
401,1.661,3.056,2.688,0.542,0.868,0.829,-0.146,12.612,12.453,0.162,14.27,14.056,2.951,3.205,3.537,0.981,0.978,1.417,2.371
402,1.661,3.056,2.689,0.542,0.869,0.829,-0.124,12.615,12.456,0.184,14.279,14.066,2.951,3.205,3.538,0.981,0.978,1.404,2.35
403,1.661,3.054,2.687,0.542,0.868,0.829,-0.135,12.59,12.431,0.173,14.251,14.038,2.951,3.205,3.538,0.981,0.977,1.419,2.385
404,1.661,3.055,2.687,0.542,0.868,0.829,-0.124,12.598,12.438,0.184,14.258,14.045,2.95,3.206,3.538,0.981,0.977,1.406,2.364
405,1.662,3.054,2.685,0.543,0.868,0.828,-0.109,12.593,12.434,0.199,14.251,14.037,2.95,3.205,3.538,0.981,0.978,1.44,2.39
406,1.661,3.051,2.683,0.542,0.868,0.828,-0.124,12.577,12.418,0.185,14.23,14.018,2.951,3.204,3.536,0.981,0.978,1.47,2.485
407,1.661,3.053,2.685,0.542,0.868,0.828,-0.127,12.577,12.418,0.181,14.234,14.021,2.951,3.205,3.536,0.981,0.978,1.485,2.492
408,1.66,3.054,2.686,0.542,0.868,0.828,-0.124,12.581,12.423,0.185,14.248,14.035,2.952,3.205,3.536,0.981,0.977,1.497,2.471
409,1.659,3.055,2.686,0.542,0.868,0.828,-0.132,12.584,12.423,0.176,14.253,14.038,2.953,3.205,3.538,0.981,0.977,1.484,2.468
410,1.659,3.055,2.687,0.542,0.868,0.828,-0.123,12.584,12.424,0.185,14.261,14.046,2.954,3.206,3.538,0.981,0.978,1.471,2.448
411,1.659,3.057,2.686,0.542,0.868,0.828,-0.123,12.583,12.422,0.185,14.261,14.045,2.952,3.206,3.539,0.981,0.978,1.47,2.439
412,1.659,3.057,2.687,0.542,0.868,0.828,-0.123,12.583,12.422,0.185,14.263,14.047,2.951,3.206,3.54,0.981,0.977,1.457,2.419
413,1.658,3.058,2.687,0.541,0.868,0.828,-0.136,12.585,12.424,0.172,14.264,14.048,2.951,3.207,3.541,0.981,0.977,1.445,2.398
414,1.658,3.059,2.687,0.541,0.868,0.828,-0.123,12.589,12.428,0.185,14.265,14.048,2.95,3.207,3.541,0.981,0.978,1.432,2.378
415,1.658,3.06,2.687,0.541,0.868,0.828,-0.133,12.591,12.43,0.175,14.266,14.05,2.95,3.208,3.542,0.981,0.978,1.456,2.382
416,1.657,3.061,2.69,0.541,0.869,0.829,-0.123,12.591,12.43,0.185,14.271,14.055,2.949,3.208,3.541,0.981,0.978,1.443,2.362
417,1.657,3.061,2.69,0.541,0.869,0.829,-0.125,12.592,12.431,0.183,14.271,14.055,2.948,3.208,3.541,0.981,0.978,1.455,2.354
418,1.657,3.061,2.69,0.541,0.869,0.829,-0.123,12.588,12.427,0.185,14.263,14.048,2.948,3.208,3.541,0.981,0.978,1.442,2.335
419,1.658,3.062,2.69,0.541,0.869,0.829,-0.123,12.594,12.432,0.184,14.273,14.056,2.949,3.209,3.542,0.981,0.978,1.442,2.315
420,1.659,3.063,2.691,0.541,0.868,0.828,-0.123,12.592,12.431,0.184,14.278,14.061,2.95,3.209,3.542,0.981,0.978,1.429,2.295
421,1.659,3.064,2.691,0.541,0.868,0.828,-0.122,12.593,12.431,0.185,14.279,14.062,2.95,3.208,3.542,0.982,0.978,1.417,2.286
422,1.658,3.064,2.691,0.541,0.868,0.829,-0.123,12.594,12.433,0.183,14.277,14.06,2.95,3.206,3.54,0.981,0.978,1.414,2.276
423,1.658,3.065,2.691,0.541,0.868,0.829,-0.129,12.594,12.432,0.178,14.274,14.057,2.949,3.205,3.54,0.981,0.978,1.432,2.286
424,1.658,3.064,2.69,0.541,0.868,0.828,-0.123,12.592,12.43,0.183,14.275,14.058,2.949,3.206,3.54,0.981,0.977,1.441,2.288
425,1.658,3.065,2.691,0.541,0.868,0.828,-0.115,12.595,12.433,0.191,14.282,14.064,2.949,3.206,3.54,0.981,0.978,1.476,2.316
426,1.657,3.063,2.691,0.541,0.868,0.828,-0.123,12.598,12.436,0.183,14.285,14.068,2.95,3.206,3.541,0.981,0.977,1.506,2.297
427,1.657,3.062,2.689,0.541,0.868,0.828,-0.126,12.59,12.428,0.18,14.275,14.058,2.95,3.204,3.54,0.981,0.978,1.567,2.365
428,1.657,3.061,2.688,0.54,0.868,0.828,-0.123,12.581,12.42,0.183,14.276,14.059,2.949,3.204,3.54,0.981,0.978,1.605,2.413
429,1.656,3.062,2.689,0.541,0.868,0.828,-0.125,12.582,12.42,0.181,14.277,14.06,2.948,3.204,3.54,0.981,0.977,1.592,2.393
430,1.656,3.062,2.688,0.54,0.868,0.828,-0.123,12.577,12.416,0.183,14.277,14.061,2.947,3.203,3.54,0.981,0.978,1.677,2.471
431,1.656,3.062,2.688,0.541,0.868,0.828,-0.106,12.578,12.417,0.2,14.283,14.067,2.947,3.204,3.54,0.981,0.978,1.664,2.461
432,1.655,3.063,2.688,0.54,0.868,0.828,-0.124,12.577,12.415,0.183,14.28,14.063,2.948,3.203,3.54,0.981,0.978,1.652,2.442
433,1.654,3.062,2.688,0.54,0.868,0.828,-0.117,12.579,12.418,0.189,14.286,14.07,2.948,3.203,3.54,0.981,0.978,1.685,2.469
434,1.655,3.063,2.688,0.54,0.868,0.828,-0.123,12.581,12.419,0.184,14.286,14.07,2.949,3.204,3.539,0.981,0.978,1.673,2.449
435,1.655,3.063,2.689,0.541,0.868,0.828,-0.122,12.582,12.42,0.185,14.289,14.072,2.948,3.204,3.539,0.981,0.978,1.696,2.465
436,1.654,3.062,2.688,0.541,0.868,0.828,-0.124,12.576,12.414,0.183,14.285,14.069,2.948,3.204,3.539,0.981,0.978,1.683,2.446
437,1.654,3.062,2.688,0.541,0.868,0.828,-0.127,12.577,12.416,0.18,14.293,14.077,2.948,3.204,3.54,0.981,0.978,1.671,2.427
438,1.654,3.064,2.689,0.541,0.869,0.829,-0.124,12.59,12.428,0.183,14.303,14.086,2.947,3.203,3.537,0.981,0.978,1.658,2.408
439,1.654,3.064,2.69,0.541,0.869,0.829,-0.125,12.59,12.428,0.182,14.308,14.091,2.947,3.203,3.537,0.981,0.978,1.662,2.405
440,1.654,3.062,2.688,0.541,0.869,0.829,-0.125,12.584,12.423,0.183,14.301,14.085,2.946,3.202,3.535,0.981,0.978,1.65,2.386
441,1.654,3.063,2.69,0.541,0.869,0.829,-0.118,12.585,12.424,0.189,14.307,14.091,2.945,3.203,3.536,0.982,0.978,1.638,2.367
442,1.654,3.063,2.689,0.541,0.869,0.829,-0.125,12.582,12.421,0.182,14.3,14.084,2.944,3.203,3.536,0.981,0.978,1.626,2.36
443,1.655,3.061,2.689,0.542,0.869,0.829,-0.106,12.58,12.419,0.201,14.298,14.082,2.946,3.203,3.536,0.981,0.978,1.613,2.341
444,1.654,3.061,2.688,0.541,0.869,0.829,-0.124,12.577,12.416,0.182,14.294,14.079,2.947,3.203,3.537,0.981,0.978,1.601,2.323
445,1.655,3.061,2.689,0.542,0.869,0.829,-0.118,12.578,12.417,0.189,14.299,14.083,2.946,3.203,3.537,0.982,0.978,1.589,2.304
446,1.654,3.06,2.687,0.541,0.869,0.829,-0.125,12.579,12.419,0.182,14.301,14.086,2.946,3.203,3.537,0.982,0.978,1.592,2.3
447,1.654,3.06,2.688,0.542,0.869,0.829,-0.113,12.577,12.417,0.193,14.3,14.085,2.945,3.203,3.536,0.982,0.978,1.58,2.282
448,1.654,3.059,2.689,0.541,0.87,0.83,-0.124,12.575,12.416,0.183,14.295,14.081,2.945,3.203,3.536,0.981,0.977,1.569,2.264
449,1.654,3.06,2.69,0.542,0.87,0.83,-0.115,12.58,12.421,0.192,14.305,14.09,2.945,3.203,3.537,0.981,0.977,1.557,2.255
450,1.654,3.061,2.69,0.541,0.87,0.83,-0.124,12.577,12.417,0.183,14.308,14.093,2.945,3.203,3.538,0.981,0.978,1.557,2.249
451,1.653,3.061,2.691,0.541,0.87,0.83,-0.124,12.58,12.42,0.182,14.313,14.098,2.947,3.204,3.538,0.981,0.978,1.545,2.231
452,1.653,3.061,2.69,0.541,0.87,0.83,-0.124,12.579,12.42,0.183,14.311,14.096,2.949,3.204,3.539,0.981,0.978,1.565,2.213
453,1.653,3.061,2.69,0.541,0.87,0.83,-0.126,12.577,12.418,0.18,14.309,14.095,2.95,3.205,3.539,0.981,0.978,1.554,2.195
454,1.653,3.061,2.691,0.541,0.87,0.83,-0.123,12.576,12.417,0.183,14.306,14.092,2.952,3.204,3.539,0.981,0.978,1.542,2.177
455,1.654,3.06,2.69,0.542,0.87,0.83,-0.11,12.58,12.421,0.196,14.314,14.101,2.952,3.204,3.539,0.981,0.978,1.53,2.159
456,1.653,3.061,2.69,0.541,0.87,0.83,-0.123,12.575,12.417,0.183,14.307,14.094,2.952,3.203,3.537,0.981,0.978,1.533,2.156
457,1.654,3.062,2.691,0.541,0.87,0.831,-0.116,12.577,12.418,0.191,14.314,14.1,2.952,3.202,3.537,0.981,0.978,1.522,2.138
458,1.653,3.061,2.691,0.541,0.87,0.83,-0.125,12.568,12.41,0.183,14.31,14.097,2.951,3.202,3.537,0.981,0.978,1.51,2.183
459,1.653,3.06,2.691,0.541,0.87,0.831,-0.124,12.569,12.411,0.184,14.316,14.103,2.952,3.202,3.538,0.982,0.978,1.499,2.176
460,1.652,3.062,2.691,0.541,0.87,0.831,-0.124,12.573,12.414,0.183,14.32,14.105,2.953,3.202,3.538,0.982,0.978,1.487,2.178
461,1.653,3.062,2.692,0.541,0.871,0.831,-0.117,12.574,12.416,0.19,14.326,14.112,2.954,3.203,3.538,0.982,0.978,1.476,2.16
462,1.653,3.062,2.692,0.541,0.871,0.831,-0.124,12.568,12.41,0.183,14.326,14.113,2.954,3.203,3.539,0.981,0.978,1.465,2.143
463,1.653,3.062,2.693,0.541,0.871,0.831,-0.122,12.57,12.412,0.185,14.331,14.118,2.954,3.203,3.54,0.982,0.978,1.453,2.125
464,1.652,3.062,2.694,0.541,0.871,0.831,-0.125,12.574,12.416,0.182,14.335,14.122,2.954,3.204,3.54,0.982,0.978,1.442,2.116
465,1.652,3.063,2.695,0.541,0.871,0.831,-0.126,12.575,12.417,0.181,14.342,14.129,2.954,3.205,3.541,0.982,0.978,1.431,2.099
466,1.651,3.061,2.694,0.541,0.871,0.832,-0.125,12.572,12.414,0.182,14.338,14.125,2.955,3.205,3.542,0.982,0.978,1.433,2.109
467,1.65,3.061,2.694,0.541,0.871,0.832,-0.122,12.573,12.416,0.185,14.342,14.13,2.953,3.205,3.542,0.982,0.978,1.422,2.092
468,1.651,3.061,2.694,0.541,0.871,0.832,-0.125,12.57,12.414,0.182,14.336,14.123,2.951,3.204,3.542,0.982,0.978,1.442,2.09
